1260,0,42
1290,0,43
1320,0,44
1350,0,45
1380,0,46
1410,0,47
1440,0,48
1470,0,49
1500,0,50
1530,0,51
1560,0,52
1590,0,53
1620,0,54
1650,0,55
1680,0,56
1710,0,57
1740,0,58
1770,0,59
1800,0,60
1830,0,61
1860,0,62
1890,0,63
1920,0,64
1950,0,65
1980,0,66
2010,0,67
2040,0,68
2070,0,69
2100,0,70
2130,0,71
2160,0,72
2190,0,73
2220,0,74
2250,0,75
2280,0,76
2310,0,77
2340,0,78
2370,0,79
2400,0,80
2430,0,81
2460,0,82
2490,0,83
2520,0,84
2550,0,85
2580,0,86
2610,0,87
2640,0,88
2670,0,89
2700,1,90
2730,1,91
2760,1,92
2790,1,93
2820,2,94
2850,2,95
2880,2,96
2910,2,97
2940,2,98
2970,2,99
3000,2,100
3030,2,101
3060,2,102
3090,2,103
3120,2,104
3150,2,105
3180,0,106
3210,2,107
3240,2,108
3270,2,109
3300,2,110
3330,2,111
3360,2,112
3390,2,113
3420,2,114
3450,2,115
3480,2,116
3510,2,117
3540,2,118
3570,2,119
3600,2,120
3630,2,121
3660,2,122
3690,2,123
3720,2,124
3750,3,125
3780,3,126
3810,3,127
3840,3,128
3870,3,129
3900,3,130
3930,3,131
3960,3,132
3990,3,133
4020,3,134
4050,3,135
4080,3,136
4110,3,137
4140,3,138
4170,3,139
4200,3,140
4230,3,141
4260,3,142
4290,3,143
4320,3,144
4350,3,145
4380,3,146
4410,3,147
4440,3,148
4470,3,149
4500,3,150
4530,3,151
4560,3,152
4590,3,153
4620,3,154
4650,3,155
4680,3,156
4710,3,157
4740,2,158
4770,2,159
4800,2,160
4830,2,161
4860,2,162
4890,2,163
4920,2,164
4950,2,165
4980,2,166
5010,2,167
5040,2,168
5070,2,169
5100,2,170
5130,2,171
5160,2,172
5190,2,173
5220,2,174
5250,2,175
5280,2,176
5310,2,177
5340,2,178
5370,2,179
5400,2,180
5430,2,181
5460,2,182
5490,2,183
5520,2,184
5550,2,185
5580,3,186
5610,3,187
5640,3,188
5670,3,189
5700,3,190
5730,3,191
5760,3,192
5790,3,193
5820,3,194
5850,3,195
5880,3,196
5910,3,197
5940,3,198
5970,3,199
6000,3,200
6030,3,201
6060,3,202
6090,3,203
6120,3,204
6150,3,205
6180,3,206
6210,3,207
6240,3,208
6270,3,209
6300,3,210
6330,3,211
6360,3,212
6390,3,213
6420,3,214
6450,3,215
6480,3,216
6510,3,217
6540,3,218
6570,3,219
6600,3,220
6630,3,221
6660,3,222
6690,3,223
6720,3,224
6750,3,225
6780,3,226
6810,3,227
6840,3,228
6870,3,229
6900,3,230
6930,3,231
6960,3,232
6990,3,233
7020,3,234
7050,3,235
7080,3,236
7110,3,237
7140,3,238
7170,3,239
7200,3,240
7230,3,241
7260,3,242
7290,3,243
7320,3,244
7350,3,245
7380,3,246
7410,2,247
7440,2,248
7470,0,249
7500,0,250
7530,1,251
7560,2,252
7590,2,253
7620,2,254
7650,2,255
7680,2,256
7710,2,257
7740,2,258
7770,2,259
7800,2,260
7830,2,261
7860,2,262
7890,2,263
7920,5,264
7950,5,265
7980,5,266
8010,5,267
8040,5,268
8070,5,269
8100,5,270
8130,5,271
8160,5,272
8190,5,273
8220,5,274
8250,5,275
8280,5,276
8310,5,277
8340,5,278
8370,5,279
8400,5,280
8430,5,281
8460,5,282
8490,5,283
8520,5,284
8550,5,285
8580,5,286
8610,5,287
8640,5,288
8670,5,289
8700,5,290
8730,1,291
8760,2,292
8790,2,293
8820,2,294
8850,2,295
8880,2,296
8910,2,297
8940,2,298
8970,2,299
9000,2,300
9030,2,301
9060,2,302
9090,2,303
9120,2,304
9150,2,305
9180,2,306
9210,2,307
9240,2,308
9270,2,309
9300,2,310
9330,2,311
9360,2,312
9390,2,313
9420,2,314
9450,2,315
9480,2,316
9510,2,317
9540,2,318
9570,2,319
9600,2,320
9630,2,321
9660,2,322
9690,2,323
9720,2,324
9750,2,325
9780,2,326
9810,2,327
9840,2,328
9870,2,329
9900,2,330
9930,2,331
9960,2,332
9990,2,333
10020,2,334
10050,2,335
10080,2,336
10110,2,337
10140,2,338
10170,2,339
10200,3,340
10230,3,341
10260,3,342
10290,3,343
10320,3,344
10350,3,345
10380,3,346
10410,3,347
10440,3,348
10470,3,349
10500,3,350
10530,3,351
10560,3,352
10590,3,353
10620,3,354
10650,3,355
10680,3,356
10710,3,357
10740,3,358
10770,3,359
10800,3,360
10830,3,361
10860,3,362
10890,3,363
10920,3,364
10950,3,365
10980,3,366
11010,3,367
11040,3,368
11070,3,369
11100,3,370
11130,3,371
11160,3,372
11190,3,373
11220,3,374
11250,3,375
11280,3,376
11310,3,377
11340,3,378
11370,3,379
11400,3,380
11430,3,381
11460,3,382
11490,3,383
11520,3,384
11550,3,385
11580,3,386
11610,3,387
11640,3,388
11670,3,389
11700,3,390
11730,3,391
11760,3,392
11790,3,393
11820,3,394
11850,3,395
11880,3,396
11910,3,397
11940,3,398
11970,3,399
12000,3,400
12030,3,401
12060,3,402
12090,3,403
12120,3,404
12150,3,405
12180,3,406
12210,3,407
12240,3,408
12270,2,409
12300,2,410
12330,2,411
12360,2,412
12390,2,413
12420,2,414
12450,2,415
12480,2,416
12510,2,417
12540,2,418
12570,2,419
12600,2,420
12630,2,421
12660,2,422
12690,2,423
12720,2,424
12750,2,425
12780,2,426
12810,2,427
12840,5,428
12870,5,429
12900,5,430
12930,5,431
12960,5,432
12990,5,433
13020,5,434
13050,5,435
13080,5,436
13110,5,437
13140,5,438
13170,5,439
13200,5,440
13230,5,441
13260,5,442
13290,5,443
13320,5,444
13350,5,445
13380,5,446
13410,5,447
13440,5,448
13470,5,449
13500,5,450
13530,5,451
13560,5,452
13590,5,453
13620,5,454
13650,1,455
13680,2,456
13710,2,457
13740,2,458
13770,2,459
13800,2,460
13830,2,461
13860,2,462
13890,2,463
13920,2,464
13950,2,465
13980,2,466
14010,2,467
14040,2,468
14070,2,469
14100,2,470
14130,2,471
14160,2,472
14190,2,473
14220,2,474
14250,2,475
14280,2,476
14310,2,477
14340,2,478
14370,2,479
14400,2,480
14430,2,481
14460,2,482
14490,2,483
14520,2,484
14550,2,485
14580,2,486
14610,2,487
14640,2,488
14670,2,489
14700,2,490
14730,2,491
14760,2,492
14790,2,493
14820,2,494
14850,2,495
14880,2,496
14910,2,497
14940,2,498
14970,2,499
15000,1,500
15030,2,501
15060,2,502
15090,2,503
15120,2,504
15150,2,505
15180,2,506
15210,2,507
15240,2,508
15270,2,509
15300,2,510
15330,2,511
15360,2,512
15390,2,513
15420,2,514
15450,2,515
15480,2,516
15510,2,517
15540,2,518
15570,2,519
15600,2,520
15630,1,521
15660,2,522
15690,2,523
15720,2,524
15750,2,525
15780,2,526
15810,2,527
15840,2,528
15870,2,529
15900,2,530
15930,2,531
15960,2,532
15990,2,533
16020,2,534
16050,2,535
16080,2,536
16110,2,537
16140,2,538
16170,2,539
